battery,item_id,func,split,layers,alpha,posmode,arm,seed,good_rank,bad_rank,argmax_tok,in_top5,is_top1,beats_bad,patch_norm,top5_ids,sel_source,sel_target
h17a,Italy->Portugal,language,tuning,9,2.0,all,randdir_by_token,1,50,1,8200,0,0,0,305.8433,8200 262 286 257 3594,Italy,Portugal
h17a,Italy->Sweden,capital,tuning,6,2.0,all,lens,-1,2,1300,11853,1,0,1,127.1143,11853 29679 520 569 311,Italy,Sweden
h17a,Italy->Sweden,capital,tuning,6,2.0,all,randdir_shared_source,0,4392,4,21574,0,0,0,342.536,21574 3175 350 10598 309,Italy,Sweden
h17a,Italy->Sweden,capital,tuning,6,2.0,all,randdir_shared_source,1,2440,2,21574,0,0,0,266.649,21574 10598 49404 28537 520,Italy,Sweden
h17a,Italy->Sweden,capital,tuning,6,2.0,all,randdir_by_token,0,1948,2,21574,0,0,0,236.5702,21574 10598 49404 28537 520,Italy,Sweden
h17a,Italy->Sweden,capital,tuning,6,2.0,all,randdir_by_token,1,1214,4,28537,0,0,0,657.6352,28537 21574 49404 10598 262,Italy,Sweden
h17a,Italy->Sweden,capital,tuning,9,2.0,all,lens,-1,1,877,29679,1,1,1,122.0543,29679 10710 11853 520 311,Italy,Sweden
h17a,Italy->Sweden,capital,tuning,9,2.0,all,randdir_shared_source,0,2393,3,21574,0,0,0,755.5662,21574 49404 10598 28537 5215,Italy,Sweden
h17a,Italy->Sweden,capital,tuning,9,2.0,all,randdir_shared_source,1,1994,3,21574,0,0,0,577.7963,21574 28537 10598 5215 520,Italy,Sweden
h17a,Italy->Sweden,capital,tuning,9,2.0,all,randdir_by_token,0,2250,2,21574,0,0,0,42.7843,21574 10598 49404 28537 520,Italy,Sweden
h17a,Italy->Sweden,capital,tuning,9,2.0,all,randdir_by_token,1,2296,1,10598,0,0,0,445.6529,10598 21574 49404 3175 402,Italy,Sweden
h17a,Italy->Sweden,language,tuning,6,2.0,all,lens,-1,5,60,262,1,0,1,126.6347,262 3594 286 257 14023,Italy,Sweden
h17a,Italy->Sweden,language,tuning,6,2.0,all,randdir_shared_source,0,552,2,262,0,0,0,342.2759,262 8200 286 257 3594,Italy,Sweden
h17a,Italy->Sweden,language,tuning,6,2.0,all,randdir_shared_source,1,333,1,8200,0,0,0,266.6047,8200 3594 262 286 546,Italy,Sweden
h17a,Italy->Sweden,language,tuning,6,2.0,all,randdir_by_token,0,546,2,262,0,0,0,235.2122,262 8200 286 257 3594,Italy,Sweden
h17a,Italy->Sweden,language,tuning,6,2.0,all,randdir_by_token,1,238,1,8200,0,0,0,657.712,8200 3594 257 262 284,Italy,Sweden
h17a,Italy->Sweden,language,tuning,9,2.0,all,lens,-1,1,113,14023,1,1,1,90.564,14023 262 257 3594 286,Italy,Sweden
h17a,Italy->Sweden,language,tuning,9,2.0,all,randdir_shared_source,0,594,1,8200,0,0,0,754.6451,8200 286 262 257 3594,Italy,Sweden
h17a,Italy->Sweden,language,tuning,9,2.0,all,randdir_shared_source,1,361,2,262,0,0,0,577.3194,262 8200 257 3594 286,Italy,Sweden
h17a,Italy->Sweden,language,tuning,9,2.0,all,randdir_by_token,0,332,1,8200,0,0,0,25.6612,8200 262 286 3594 257,Italy,Sweden
h17a,Italy->Sweden,language,tuning,9,2.0,all,randdir_by_token,1,453,1,8200,0,0,0,441.741,8200 262 257 286 3594,Italy,Sweden
h17a,Japan->Poland,capital,heldout,6,2.0,all,lens,-1,4,9113,520,1,0,1,96.9096,520 37079 509 32955 262,Japan,Poland
h17a,Japan->Poland,capital,heldout,6,2.0,all,randdir_shared_source,0,3634,2,36298,0,0,0,143.227,36298 11790 42429 15196 42922,Japan,Poland
h17a,Japan->Poland,capital,heldout,6,2.0,all,randdir_shared_source,1,6421,1,11790,0,0,0,239.3073,11790 262 509 42429 15196,Japan,Poland
h17a,Japan->Poland,capital,heldout,6,2.0,all,randdir_by_token,0,3249,1,11790,0,0,0,67.9315,11790 36298 42429 262 42922,Japan,Poland
h17a,Japan->Poland,capital,heldout,6,2.0,all,randdir_by_token,1,7076,2,911,0,0,0,221.0692,911 11790 36298 45138 42429,Japan,Poland
h17a,Japan->Poland,capital,heldout,9,2.0,all,lens,-1,2,16314,12873,1,0,1,155.5059,12873 32955 15945 8595 25370,Japan,Poland
h17a,Japan->Poland,capital,heldout,9,2.0,all,randdir_shared_source,0,4628,1,11790,0,0,0,50.7376,11790 36298 42429 15196 42922,Japan,Poland
h17a,Japan->Poland,capital,heldout,9,2.0,all,randdir_shared_source,1,6326,1,11790,0,0,0,790.9789,11790 36298 42429 262 45138,Japan,Poland
h17a,Japan->Poland,capital,heldout,9,2.0,all,randdir_by_token,0,9514,1,11790,0,0,0,320.9993,11790 36298 42429 911 45138,Japan,Poland
h17a,Japan->Poland,capital,heldout,9,2.0,all,randdir_by_token,1,6691,1,11790,0,0,0,312.9769,11790 36298 15196 42429 42922,Japan,Poland
h17a,Japan->Poland,language,heldout,6,2.0,all,lens,-1,2,1352,3594,1,0,1,97.2002,3594 15945 257 262 284,Japan,Poland
h17a,Japan->Poland,language,heldout,6,2.0,all,randdir_shared_source,0,261,2,3594,0,0,0,143.5854,3594 4960 262 257 286,Japan,Poland
h17a,Japan->Poland,language,heldout,6,2.0,all,randdir_shared_source,1,228,5,257,0,0,0,237.8997,257 3594 262 691 4960,Japan,Poland
h17a,Japan->Poland,language,heldout,6,2.0,all,randdir_by_token,0,282,2,3594,0,0,0,56.7972,3594 4960 257 262 286,Japan,Poland
h17a,Japan->Poland,language,heldout,6,2.0,all,randdir_by_token,1,576,1,4960,0,0,0,217.3579,4960 3594 262 257 286,Japan,Poland
h17a,Japan->Poland,language,heldout,9,2.0,all,lens,-1,1,684,15945,1,1,1,115.1716,15945 257 3594 262 287,Japan,Poland
h17a,Japan->Poland,language,heldout,9,2.0,all,randdir_shared_source,0,322,4,3594,0,0,0,48.7014,3594 262 257 4960 286,Japan,Poland
h17a,Japan->Poland,language,heldout,9,2.0,all,randdir_shared_source,1,878,4,3594,0,0,0,790.8062,3594 257 262 4960 691,Japan,Poland
h17a,Japan->Poland,language,heldout,9,2.0,all,randdir_by_token,0,1653,4,262,0,0,0,323.2344,262 257 3594 4960 286,Japan,Poland
h17a,Japan->Poland,language,heldout,9,2.0,all,randdir_by_token,1,1643,1,4960,0,0,0,317.6461,4960 257 3594 286 546,Japan,Poland
h17a,Japan->Poland,continent,heldout,6,2.0,all,lens,-1,1,13,2031,1,1,1,96.5257,2031 262 5478 12873 2258,Japan,Poland
h17a,Japan->Poland,continent,heldout,6,2.0,all,randdir_shared_source,0,2,3,262,1,0,1,142.2679,262 2031 7229 5478 2258,Japan,Poland
h17a,Japan->Poland,continent,heldout,6,2.0,all,randdir_shared_source,1,4,2,262,1,0,0,234.9543,262 7229 5478 2031 35769,Japan,Poland
h17a,Japan->Poland,continent,heldout,6,2.0,all,randdir_by_token,0,3,4,262,1,0,1,58.7461,262 5478 2031 7229 2258,Japan,Poland
h17a,Japan->Poland,continent,heldout,6,2.0,all,randdir_by_token,1,4,3,262,1,0,0,222.9549,262 2869 7229 2031 2807,Japan,Poland
h17a,Japan->Poland,continent,heldout,9,2.0,all,lens,-1,1,15,2031,1,1,1,111.8379,2031 12873 262 5478 2258,Japan,Poland
h17a,Japan->Poland,continent,heldout,9,2.0,all,randdir_shared_source,0,3,2,262,1,0,0,59.3406,262 7229 2031 5478 2258,Japan,Poland
h17a,Japan->Poland,continent,heldout,9,2.0,all,randdir_shared_source,1,3,4,262,1,0,1,791.3704,262 5478 2031 7229 257,Japan,Poland
h17a,Japan->Poland,continent,heldout,9,2.0,all,randdir_by_token,0,5,2,262,1,0,0,323.3332,262 7229 5478 2869 2031,Japan,Poland
h17a,Japan->Poland,continent,heldout,9,2.0,all,randdir_by_token,1,3,2,262,1,0,0,313.8749,262 7229 2031 5478 2869,Japan,Poland
h17a,Japan->Spain,capital,heldout,6,2.0,all,lens,-1,11,11440,15142,0,0,1,109.2918,15142 35773 327 1879 6455,Japan,Spain
h17a,Japan->Spain,capital,heldout,6,2.0,all,randdir_shared_source,0,1652,3,36298,0,0,0,434.2815,36298 42429 11790 15196 28675,Japan,Spain
h17a,Japan->Spain,capital,heldout,6,2.0,all,randdir_shared_source,1,5508,19,554,0,0,0,841.2906,554 14063 14248 16092 19743,Japan,Spain
h17a,Japan->Spain,capital,heldout,6,2.0,all,randdir_by_token,0,2358,2,36298,0,0,0,130.8923,36298 11790 42429 42922 15196,Japan,Spain
h17a,Japan->Spain,capital,heldout,6,2.0,all,randdir_by_token,1,302,2,262,0,0,0,1100.9908,262 11790 968 32701 42429,Japan,Spain
h17a,Japan->Spain,capital,heldout,9,2.0,all,lens,-1,6,27098,15142,0,0,1,171.5951,15142 35773 8602 309 37918,Japan,Spain
h17a,Japan->Spain,capital,heldout,9,2.0,all,randdir_shared_source,0,2778,3,42429,0,0,0,630.1858,42429 15196 11790 11118 36298,Japan,Spain
h17a,Japan->Spain,capital,heldout,9,2.0,all,randdir_shared_source,1,3715,3,36298,0,0,0,932.4679,36298 42429 11790 42922 509,Japan,Spain
h17a,Japan->Spain,capital,heldout,9,2.0,all,randdir_by_token,0,2282,1,11790,0,0,0,33.9347,11790 36298 42429 15196 911,Japan,Spain
h17a,Japan->Spain,capital,heldout,9,2.0,all,randdir_by_token,1,2220,1,11790,0,0,0,501.7062,11790 11118 36298 509 45138,Japan,Spain
h17a,Japan->Spain,language,heldout,6,2.0,all,lens,-1,1,384,7897,1,1,1,105.9481,7897 3594 257 262 286,Japan,Spain
h17a,Japan->Spain,language,heldout,6,2.0,all,randdir_shared_source,0,49,4,3594,0,0,0,434.1655,3594 257 262 4960 546,Japan,Spain
h17a,Japan->Spain,language,heldout,6,2.0,all,randdir_shared_source,1,141,22,511,0,0,0,841.5283,511 262 257 3771 11,Japan,Spain
h17a,Japan->Spain,language,heldout,6,2.0,all,randdir_by_token,0,31,2,3594,0,0,0,130.1674,3594 4960 262 257 286,Japan,Spain
h17a,Japan->Spain,language,heldout,6,2.0,all,randdir_by_token,1,23,17,262,0,0,0,1100.9512,262 284 3594 257 287,Japan,Spain
h17a,Japan->Spain,language,heldout,9,2.0,all,lens,-1,1,1151,7897,1,1,1,124.727,7897 257 3594 262 530,Japan,Spain
h17a,Japan->Spain,language,heldout,9,2.0,all,randdir_shared_source,0,64,4,262,0,0,0,628.0234,262 257 3594 4960 286,Japan,Spain
h17a,Japan->Spain,language,heldout,9,2.0,all,randdir_shared_source,1,42,5,257,0,0,0,931.7985,257 262 3594 691 4960,Japan,Spain
h17a,Japan->Spain,language,heldout,9,2.0,all,randdir_by_token,0,44,2,3594,0,0,0,34.3125,3594 4960 262 257 286,Japan,Spain
h17a,Japan->Spain,language,heldout,9,2.0,all,randdir_by_token,1,22,3,3594,0,0,0,502.3257,3594 257 4960 262 546,Japan,Spain
h17a,Japan->Spain,continent,heldout,6,2.0,all,lens,-1,1,5,2031,1,1,1,110.4274,2031 5478 262 9133 7229,Japan,Spain
h17a,Japan->Spain,continent,heldout,6,2.0,all,randdir_shared_source,0,4,3,262,1,0,0,434.1352,262 2869 7229 2031 5478,Japan,Spain
h17a,Japan->Spain,continent,heldout,6,2.0,all,randdir_shared_source,1,1021,1009,705,0,0,0,840.7177,705 11 14063 3771 262,Japan,Spain
h17a,Japan->Spain,continent,heldout,6,2.0,all,randdir_by_token,0,3,2,262,1,0,0,132.4352,262 7229 2031 5478 2869,Japan,Spain
h17a,Japan->Spain,continent,heldout,6,2.0,all,randdir_by_token,1,7,15,262,0,0,1,1101.3041,262 257 3660 2253 326,Japan,Spain
h17a,Japan->Spain,continent,heldout,9,2.0,all,lens,-1,2,42,8602,1,0,1,132.3077,8602 2031 5478 262 9133,Japan,Spain
h17a,Japan->Spain,continent,heldout,9,2.0,all,randdir_shared_source,0,2,3,262,1,0,1,631.4029,262 2031 7229 2869 2258,Japan,Spain
h17a,Japan->Spain,continent,heldout,9,2.0,all,randdir_shared_source,1,2,5,262,1,0,1,932.056,262 2031 2807 257 7229,Japan,Spain
h17a,Japan->Spain,continent,heldout,9,2.0,all,randdir_by_token,0,3,2,262,1,0,0,35.4794,262 7229 2031 5478 2258,Japan,Spain
h17a,Japan->Spain,continent,heldout,9,2.0,all,randdir_by_token,1,2,4,262,1,0,1,502.422,262 2031 5478 7229 2520,Japan,Spain
h17a,Japan->France,capital,heldout,6,2.0,all,lens,-1,2,13054,45996,1,0,1,77.3197,45996 6342 9281 520 262,Japan,France
h17a,Japan->France,capital,heldout,6,2.0,all,randdir_shared_source,0,948,3,36298,0,0,0,335.9344,36298 42429 11790 22431 911,Japan,France
h17a,Japan->France,capital,heldout,6,2.0,all,randdir_shared_source,1,418,1,11790,0,0,0,218.3288,11790 36298 262 15196 42429,Japan,France
h17a,Japan->France,capital,heldout,6,2.0,all,randdir_by_token,0,2914,1,11790,0,0,0,644.692,11790 42429 262 45138 399,Japan,France
h17a,Japan->France,capital,heldout,6,2.0,all,randdir_by_token,1,1035,1,11790,0,0,0,744.5131,11790 2869 262 575 42922,Japan,France
h17a,Japan->France,capital,heldout,9,2.0,all,lens,-1,1,17274,6342,1,1,1,147.1648,6342 45996 4881 35193 18460,Japan,France
h17a,Japan->France,capital,heldout,9,2.0,all,randdir_shared_source,0,878,1,11790,0,0,0,52.4083,11790 36298 42429 15196 42922,Japan,France
h17a,Japan->France,capital,heldout,9,2.0,all,randdir_shared_source,1,999,1,11790,0,0,0,353.1136,11790 42429 36298 15196 911,Japan,France
h17a,Japan->France,capital,heldout,9,2.0,all,randdir_by_token,0,824,2,36298,0,0,0,199.8588,36298 11790 42429 15196 911,Japan,France
h17a,Japan->France,capital,heldout,9,2.0,all,randdir_by_token,1,680,1,11790,0,0,0,446.0798,11790 45138 22431 29493 36298,Japan,France
h17a,Japan->France,language,heldout,6,2.0,all,lens,-1,2,1048,3594,1,0,1,72.8454,3594 4141 286 262 257,Japan,France
h17a,Japan->France,language,heldout,6,2.0,all,randdir_shared_source,0,24,4,3594,0,0,0,335.7605,3594 257 262 4960 546,Japan,France
h17a,Japan->France,language,heldout,6,2.0,all,randdir_shared_source,1,30,4,3594,0,0,0,217.022,3594 262 257 4960 286,Japan,France
h17a,Japan->France,language,heldout,6,2.0,all,randdir_by_token,0,145,12,257,0,0,0,644.5792,257 3594 262 286 351,Japan,France
h17a,Japan->France,language,heldout,6,2.0,all,randdir_by_token,1,28,11,3594,0,0,0,744.1516,3594 262 257 530 546,Japan,France
h17a,Japan->France,language,heldout,9,2.0,all,lens,-1,1,3805,4141,1,1,1,97.9654,4141 3594 257 262 286,Japan,France
h17a,Japan->France,language,heldout,9,2.0,all,randdir_shared_source,0,48,3,3594,0,0,0,48.7455,3594 257 4960 262 286,Japan,France
h17a,Japan->France,language,heldout,9,2.0,all,randdir_shared_source,1,45,3,3594,0,0,0,352.4162,3594 257 4960 262 286,Japan,France
h17a,Japan->France,language,heldout,9,2.0,all,randdir_by_token,0,47,4,3594,0,0,0,199.2376,3594 257 262 4960 286,Japan,France
h17a,Japan->France,language,heldout,9,2.0,all,randdir_by_token,1,51,7,286,0,0,0,448.4605,286 546 257 3594 262,Japan,France
h17a,Japan->France,continent,heldout,6,2.0,all,lens,-1,1,4,2031,1,1,1,71.35,2031 262 5478 7229 2258,Japan,France
h17a,Japan->France,continent,heldout,6,2.0,all,randdir_shared_source,0,2,3,262,1,0,1,335.522,262 2031 7229 2258 2869,Japan,France
h17a,Japan->France,continent,heldout,6,2.0,all,randdir_shared_source,1,2,4,262,1,0,1,216.5123,262 2031 5478 7229 35769,Japan,France
h17a,Japan->France,continent,heldout,6,2.0,all,randdir_by_token,0,22,60,262,0,0,1,644.4526,262 663 257 749 2520,Japan,France
h17a,Japan->France,continent,heldout,6,2.0,all,randdir_by_token,1,3,20,262,1,0,1,744.4919,262 734 2031 257 674,Japan,France
h17a,Japan->France,continent,heldout,9,2.0,all,lens,-1,1,10,2031,1,1,1,88.0019,2031 262 5478 4881 2258,Japan,France
h17a,Japan->France,continent,heldout,9,2.0,all,randdir_shared_source,0,2,3,262,1,0,1,60.3986,262 2031 7229 5478 2258,Japan,France
h17a,Japan->France,continent,heldout,9,2.0,all,randdir_shared_source,1,3,2,262,1,0,0,351.7347,262 7229 2031 2869 5478,Japan,France
h17a,Japan->France,continent,heldout,9,2.0,all,randdir_by_token,0,2,3,262,1,0,1,201.5951,262 2031 7229 5478 2869,Japan,France
h17a,Japan->France,continent,heldout,9,2.0,all,randdir_by_token,1,2,4,262,1,0,1,448.8741,262 2031 5478 7229 2520,Japan,France
h17a,Poland->Portugal,capital,tuning,6,2.0,all,lens,-1,1,7419,41898,1,1,1,106.6027,41898 4347 327 3738 15338,Poland,Portugal
h17a,Poland->Portugal,capital,tuning,6,2.0,all,randdir_shared_source,0,4008,1,32955,0,0,0,56.8175,32955 509 40753 520 27974,Poland,Portugal
h17a,Poland->Portugal,capital,tuning,6,2.0,all,randdir_shared_source,1,1504,1,32955,0,0,0,521.482,32955 27974 509 17437 520,Poland,Portugal
h17a,Poland->Portugal,capital,tuning,6,2.0,all,randdir_by_token,0,5034,8,262,0,0,0,605.1721,262 1168 509 347 520,Poland,Portugal
h17a,Poland->Portugal,capital,tuning,6,2.0,all,randdir_by_token,1,16687,464,262,0,0,0,1338.2506,262 11 465 9842 257,Poland,Portugal
h17a,Poland->Portugal,capital,tuning,9,2.0,all,lens,-1,2,17810,19101,1,0,1,150.7163,19101 41898 4347 10334 3738,Poland,Portugal
h17a,Poland->Portugal,capital,tuning,9,2.0,all,randdir_shared_source,0,11353,29,509,0,0,0,576.476,509 520 406 309 314,Poland,Portugal
h17a,Poland->Portugal,capital,tuning,9,2.0,all,randdir_shared_source,1,3997,1,32955,0,0,0,211.8464,32955 509 520 40753 309,Poland,Portugal
h17a,Poland->Portugal,capital,tuning,9,2.0,all,randdir_by_token,0,9954,33,509,0,0,0,807.5978,509 262 412 347 440,Poland,Portugal
h17a,Poland->Portugal,capital,tuning,9,2.0,all,randdir_by_token,1,3225,1,32955,0,0,0,119.7925,32955 509 40753 27974 1168,Poland,Portugal
h17a,Poland->Portugal,language,tuning,6,2.0,all,lens,-1,1,506,21813,1,1,1,101.7662,21813 3594 257 262 7897,Poland,Portugal
h17a,Poland->Portugal,language,tuning,6,2.0,all,randdir_shared_source,0,585,1,15945,0,0,0,51.2418,15945 262 257 286 3594,Poland,Portugal
h17a,Poland->Portugal,language,tuning,6,2.0,all,randdir_shared_source,1,180,1,15945,0,0,0,521.0103,15945 257 262 286 546,Poland,Portugal
h17a,Poland->Portugal,language,tuning,6,2.0,all,randdir_by_token,0,995,22,262,0,0,0,604.4706,262 257 546 284 286,Poland,Portugal
h17a,Poland->Portugal,language,tuning,6,2.0,all,randdir_by_token,1,1491,189,257,0,0,0,1337.6667,257 286 262 11 546,Poland,Portugal
h17a,Poland->Portugal,language,tuning,9,2.0,all,lens,-1,1,2928,21813,1,1,1,95.3795,21813 262 257 286 3594,Poland,Portugal
h17a,Poland->Portugal,language,tuning,9,2.0,all,randdir_shared_source,0,1789,68,257,0,0,0,578.0812,257 262 286 351 281,Poland,Portugal
h17a,Poland->Portugal,language,tuning,9,2.0,all,randdir_shared_source,1,381,2,262,0,0,0,211.0149,262 15945 257 286 3594,Poland,Portugal
h17a,Poland->Portugal,language,tuning,9,2.0,all,randdir_by_token,0,707,2,262,0,0,0,807.3341,262 15945 257 3594 286,Poland,Portugal
h17a,Poland->Portugal,language,tuning,9,2.0,all,randdir_by_token,1,454,2,262,0,0,0,78.2643,262 15945 286 257 3594,Poland,Portugal
h17a,Poland->Sweden,capital,tuning,6,2.0,all,lens,-1,1,2056,29679,1,1,1,69.4956,29679 11853 509 43307 50182,Poland,Sweden
h17a,Poland->Sweden,capital,tuning,6,2.0,all,randdir_shared_source,0,1758,1,32955,0,0,0,221.5063,32955 509 520 25370 27974,Poland,Sweden
h17a,Poland->Sweden,capital,tuning,6,2.0,all,randdir_shared_source,1,926,1,32955,0,0,0,214.4032,32955 509 520 350 27974,Poland,Sweden
h17a,Poland->Sweden,capital,tuning,6,2.0,all,randdir_by_token,0,871,1,32955,0,0,0,207.6214,32955 509 520 40753 25370,Poland,Sweden
h17a,Poland->Sweden,capital,tuning,6,2.0,all,randdir_by_token,1,2754,21,509,0,0,0,495.8455,509 520 1168 406 309,Poland,Sweden
h17a,Poland->Sweden,capital,tuning,9,2.0,all,lens,-1,1,481,29679,1,1,1,121.0164,29679 509 520 10710 6544,Poland,Sweden
h17a,Poland->Sweden,capital,tuning,9,2.0,all,randdir_shared_source,0,1005,1,32955,0,0,0,305.5663,32955 509 40753 520 27974,Poland,Sweden
h17a,Poland->Sweden,capital,tuning,9,2.0,all,randdir_shared_source,1,1090,1,32955,0,0,0,212.2572,32955 509 520 350 40753,Poland,Sweden
h17a,Poland->Sweden,capital,tuning,9,2.0,all,randdir_by_token,0,1049,1,32955,0,0,0,217.4792,32955 509 520 40753 350,Poland,Sweden
h17a,Poland->Sweden,capital,tuning,9,2.0,all,randdir_by_token,1,895,1,32955,0,0,0,181.2126,32955 509 520 1168 40753,Poland,Sweden
h17a,Poland->Sweden,language,tuning,6,2.0,all,lens,-1,1,251,14023,1,1,1,68.322,14023 262 257 3594 286,Poland,Sweden
h17a,Poland->Sweden,language,tuning,6,2.0,all,randdir_shared_source,0,150,1,15945,0,0,0,219.1369,15945 262 257 286 3594,Poland,Sweden
h17a,Poland->Sweden,language,tuning,6,2.0,all,randdir_shared_source,1,110,1,15945,0,0,0,212.9503,15945 286 257 262 3594,Poland,Sweden
h17a,Poland->Sweden,language,tuning,6,2.0,all,randdir_by_token,0,123,2,262,0,0,0,207.4437,262 15945 257 3594 286,Poland,Sweden
h17a,Poland->Sweden,language,tuning,6,2.0,all,randdir_by_token,1,72,7,262,0,0,0,495.1077,262 286 546 257 287,Poland,Sweden
h17a,Poland->Sweden,language,tuning,9,2.0,all,lens,-1,1,153,14023,1,1,1,94.9656,14023 262 257 286 546,Poland,Sweden
h17a,Poland->Sweden,language,tuning,9,2.0,all,randdir_shared_source,0,113,1,15945,0,0,0,307.8624,15945 262 257 3594 286,Poland,Sweden
h17a,Poland->Sweden,language,tuning,9,2.0,all,randdir_shared_source,1,175,2,262,0,0,0,211.929,262 15945 257 3594 286,Poland,Sweden
h17a,Poland->Sweden,language,tuning,9,2.0,all,randdir_by_token,0,120,1,15945,0,0,0,219.1294,15945 262 257 286 3594,Poland,Sweden
h17a,Poland->Sweden,language,tuning,9,2.0,all,randdir_by_token,1,135,1,15945,0,0,0,179.939,15945 262 257 286 3594,Poland,Sweden
h17a,Poland->Germany,capital,tuning,6,2.0,all,lens,-1,21,29,509,0,0,1,75.3325,509 520 402 350 1168,Poland,Germany
h17a,Poland->Germany,capital,tuning,6,2.0,all,randdir_shared_source,0,510,2,509,0,0,0,260.3915,509 32955 520 406 360,Poland,Germany
h17a,Poland->Germany,capital,tuning,6,2.0,all,randdir_shared_source,1,253,2,509,0,0,0,129.2881,509 32955 40753 520 309,Poland,Germany
h17a,Poland->Germany,capital,tuning,6,2.0,all,randdir_by_token,0,511,9,262,0,0,0,489.0481,262 257 1168 520 509,Poland,Germany
h17a,Poland->Germany,capital,tuning,6,2.0,all,randdir_by_token,1,1166,23,1168,0,0,0,689.1168,1168 406 9842 371 509,Poland,Germany
h17a,Poland->Germany,capital,tuning,9,2.0,all,lens,-1,5,6,509,1,0,1,92.3715,509 262 520 350 11307,Poland,Germany
h17a,Poland->Germany,capital,tuning,9,2.0,all,randdir_shared_source,0,282,2,509,0,0,0,307.5374,509 32955 520 309 1168,Poland,Germany
h17a,Poland->Germany,capital,tuning,9,2.0,all,randdir_shared_source,1,295,1,32955,0,0,0,246.5088,32955 509 520 1168 40753,Poland,Germany
h17a,Poland->Germany,capital,tuning,9,2.0,all,randdir_by_token,0,481,1,32955,0,0,0,279.0792,32955 509 350 370 309,Poland,Germany
h17a,Poland->Germany,capital,tuning,9,2.0,all,randdir_by_token,1,194,1,32955,0,0,0,139.3974,32955 509 520 1168 309,Poland,Germany
h17a,Poland->Germany,language,tuning,6,2.0,all,lens,-1,1,6,2679,1,1,1,71.572,2679 262 286 3594 257,Poland,Germany
h17a,Poland->Germany,language,tuning,6,2.0,all,randdir_shared_source,0,12,2,262,0,0,0,257.8954,262 15945 257 3594 286,Poland,Germany
h17a,Poland->Germany,language,tuning,6,2.0,all,randdir_shared_source,1,9,3,262,0,0,0,131.867,262 257 15945 3594 286,Poland,Germany
h17a,Poland->Germany,language,tuning,6,2.0,all,randdir_by_token,0,79,9,257,0,0,0,486.9424,257 286 284 262 546,Poland,Germany
h17a,Poland->Germany,language,tuning,6,2.0,all,randdir_by_token,1,22,18,286,0,0,0,686.9752,286 262 257 546 284,Poland,Germany
h17a,Poland->Germany,language,tuning,9,2.0,all,lens,-1,2,6,262,1,0,1,80.2879,262 2679 257 286 3594,Poland,Germany
h17a,Poland->Germany,language,tuning,9,2.0,all,randdir_shared_source,0,12,4,262,0,0,0,308.706,262 257 286 15945 3594,Poland,Germany
h17a,Poland->Germany,language,tuning,9,2.0,all,randdir_shared_source,1,11,1,15945,0,0,0,244.149,15945 262 257 286 3594,Poland,Germany
h17a,Poland->Germany,language,tuning,9,2.0,all,randdir_by_token,0,11,1,15945,0,0,0,282.0393,15945 262 3594 257 286,Poland,Germany
h17a,Poland->Germany,language,tuning,9,2.0,all,randdir_by_token,1,9,1,15945,0,0,0,116.6135,15945 262 286 257 3594,Poland,Germany
h17a,Portugal->Spain,capital,heldout,6,2.0,all,lens,-1,10,12,327,0,0,1,78.8955,327 350 5027 15142 1879,Portugal,Spain
h17a,Portugal->Spain,capital,heldout,6,2.0,all,randdir_shared_source,0,61,1,41898,0,0,0,104.0423,41898 4347 327 350 3738,Portugal,Spain
h17a,Portugal->Spain,capital,heldout,6,2.0,all,randdir_shared_source,1,88,1,41898,0,0,0,152.824,41898 4347 327 350 11294,Portugal,Spain
h17a,Portugal->Spain,capital,heldout,6,2.0,all,randdir_by_token,0,187,1,41898,0,0,0,751.2808,41898 262 327 4347 347,Portugal,Spain
h17a,Portugal->Spain,capital,heldout,6,2.0,all,randdir_by_token,1,154,1,41898,0,0,0,362.1967,41898 4347 327 3738 1879,Portugal,Spain
h17a,Portugal->Spain,capital,heldout,9,2.0,all,lens,-1,13,3,350,0,0,0,47.5592,350 327 41898 11294 4347,Portugal,Spain
h17a,Portugal->Spain,capital,heldout,9,2.0,all,randdir_shared_source,0,51,2,4347,0,0,0,202.541,4347 41898 327 15338 350,Portugal,Spain
h17a,Portugal->Spain,capital,heldout,9,2.0,all,randdir_shared_source,1,65,1,41898,0,0,0,194.102,41898 4347 327 11294 15338,Portugal,Spain
h17a,Portugal->Spain,capital,heldout,9,2.0,all,randdir_by_token,0,127,1,41898,0,0,0,380.4248,41898 4347 3738 350 327,Portugal,Spain
h17a,Portugal->Spain,capital,heldout,9,2.0,all,randdir_by_token,1,39,1,41898,0,0,0,250.792,41898 3738 327 4347 11294,Portugal,Spain
h17a,Portugal->Spain,language,heldout,6,2.0,all,lens,-1,3,1,21813,1,0,0,80.1393,21813 3594 7897 262 257,Portugal,Spain
h17a,Portugal->Spain,language,heldout,6,2.0,all,randdir_shared_source,0,6,1,21813,0,0,0,102.741,21813 3594 262 257 286,Portugal,Spain
h17a,Portugal->Spain,language,heldout,6,2.0,all,randdir_shared_source,1,6,1,21813,0,0,0,153.7725,21813 3594 262 257 286,Portugal,Spain
h17a,Portugal->Spain,language,heldout,6,2.0,all,randdir_by_token,0,6,1,21813,0,0,0,751.5065,21813 3594 262 257 286,Portugal,Spain
