battery,item_id,func,split,layers,alpha,posmode,arm,seed,good_rank,bad_rank,argmax_tok,in_top5,is_top1,beats_bad,patch_norm,top5_ids
h17a,Italy->Sweden,language,tuning,6,2.0,all,lens,-1,5,60,262,1,0,1,126.6347,262 3594 286 257 14023
h17a,Italy->Sweden,language,tuning,6,2.0,all,randdir_shared_source,0,552,2,262,0,0,0,342.2759,262 8200 286 257 3594
h17a,Italy->Sweden,language,tuning,6,2.0,all,randdir_shared_source,1,333,1,8200,0,0,0,266.6047,8200 3594 262 286 546
h17a,Italy->Sweden,language,tuning,9,2.0,all,lens,-1,1,113,14023,1,1,1,90.564,14023 262 257 3594 286
h17a,Italy->Sweden,language,tuning,9,2.0,all,randdir_shared_source,0,594,1,8200,0,0,0,754.6451,8200 286 262 257 3594
h17a,Italy->Sweden,language,tuning,9,2.0,all,randdir_shared_source,1,361,2,262,0,0,0,577.3194,262 8200 257 3594 286
h17a,Japan->Poland,capital,heldout,6,2.0,all,lens,-1,4,9113,520,1,0,1,96.9096,520 37079 509 32955 262
h17a,Japan->Poland,capital,heldout,6,2.0,all,randdir_shared_source,0,3634,2,36298,0,0,0,143.227,36298 11790 42429 15196 42922
h17a,Japan->Poland,capital,heldout,6,2.0,all,randdir_shared_source,1,6421,1,11790,0,0,0,239.3073,11790 262 509 42429 15196
h17a,Japan->Poland,capital,heldout,9,2.0,all,lens,-1,2,16314,12873,1,0,1,155.5059,12873 32955 15945 8595 25370
h17a,Japan->Poland,capital,heldout,9,2.0,all,randdir_shared_source,0,4628,1,11790,0,0,0,50.7376,11790 36298 42429 15196 42922
h17a,Japan->Poland,capital,heldout,9,2.0,all,randdir_shared_source,1,6326,1,11790,0,0,0,790.9789,11790 36298 42429 262 45138
h17a,Japan->Poland,language,heldout,6,2.0,all,lens,-1,2,1352,3594,1,0,1,97.2002,3594 15945 257 262 284
h17a,Japan->Poland,language,heldout,6,2.0,all,randdir_shared_source,0,261,2,3594,0,0,0,143.5854,3594 4960 262 257 286
h17a,Japan->Poland,language,heldout,6,2.0,all,randdir_shared_source,1,228,5,257,0,0,0,237.8997,257 3594 262 691 4960
h17a,Japan->Poland,language,heldout,9,2.0,all,lens,-1,1,684,15945,1,1,1,115.1716,15945 257 3594 262 287
h17a,Japan->Poland,language,heldout,9,2.0,all,randdir_shared_source,0,322,4,3594,0,0,0,48.7014,3594 262 257 4960 286
h17a,Japan->Poland,language,heldout,9,2.0,all,randdir_shared_source,1,878,4,3594,0,0,0,790.8062,3594 257 262 4960 691
h17a,Japan->Poland,continent,heldout,6,2.0,all,lens,-1,1,13,2031,1,1,1,96.5257,2031 262 5478 12873 2258
h17a,Japan->Poland,continent,heldout,6,2.0,all,randdir_shared_source,0,2,3,262,1,0,1,142.2679,262 2031 7229 5478 2258
h17a,Japan->Poland,continent,heldout,6,2.0,all,randdir_shared_source,1,4,2,262,1,0,0,234.9543,262 7229 5478 2031 35769
h17a,Japan->Poland,continent,heldout,9,2.0,all,lens,-1,1,15,2031,1,1,1,111.8379,2031 12873 262 5478 2258
h17a,Japan->Poland,continent,heldout,9,2.0,all,randdir_shared_source,0,3,2,262,1,0,0,59.3406,262 7229 2031 5478 2258
h17a,Japan->Poland,continent,heldout,9,2.0,all,randdir_shared_source,1,3,4,262,1,0,1,791.3704,262 5478 2031 7229 257
h17a,Japan->Spain,capital,heldout,6,2.0,all,lens,-1,11,11440,15142,0,0,1,109.2918,15142 35773 327 1879 6455
h17a,Japan->Spain,capital,heldout,6,2.0,all,randdir_shared_source,0,1652,3,36298,0,0,0,434.2815,36298 42429 11790 15196 28675
h17a,Japan->Spain,capital,heldout,6,2.0,all,randdir_shared_source,1,5508,19,554,0,0,0,841.2906,554 14063 14248 16092 19743
h17a,Japan->Spain,capital,heldout,9,2.0,all,lens,-1,6,27098,15142,0,0,1,171.5951,15142 35773 8602 309 37918
h17a,Japan->Spain,capital,heldout,9,2.0,all,randdir_shared_source,0,2778,3,42429,0,0,0,630.1858,42429 15196 11790 11118 36298
h17a,Japan->Spain,capital,heldout,9,2.0,all,randdir_shared_source,1,3715,3,36298,0,0,0,932.4679,36298 42429 11790 42922 509
h17a,Japan->Spain,language,heldout,6,2.0,all,lens,-1,1,384,7897,1,1,1,105.9481,7897 3594 257 262 286
h17a,Japan->Spain,language,heldout,6,2.0,all,randdir_shared_source,0,49,4,3594,0,0,0,434.1655,3594 257 262 4960 546
h17a,Japan->Spain,language,heldout,6,2.0,all,randdir_shared_source,1,141,22,511,0,0,0,841.5283,511 262 257 3771 11
h17a,Japan->Spain,language,heldout,9,2.0,all,lens,-1,1,1151,7897,1,1,1,124.727,7897 257 3594 262 530
h17a,Japan->Spain,language,heldout,9,2.0,all,randdir_shared_source,0,64,4,262,0,0,0,628.0234,262 257 3594 4960 286
h17a,Japan->Spain,language,heldout,9,2.0,all,randdir_shared_source,1,42,5,257,0,0,0,931.7985,257 262 3594 691 4960
h17a,Japan->Spain,continent,heldout,6,2.0,all,lens,-1,1,5,2031,1,1,1,110.4274,2031 5478 262 9133 7229
h17a,Japan->Spain,continent,heldout,6,2.0,all,randdir_shared_source,0,4,3,262,1,0,0,434.1352,262 2869 7229 2031 5478
h17a,Japan->Spain,continent,heldout,6,2.0,all,randdir_shared_source,1,1021,1009,705,0,0,0,840.7177,705 11 14063 3771 262
h17a,Japan->Spain,continent,heldout,9,2.0,all,lens,-1,2,42,8602,1,0,1,132.3077,8602 2031 5478 262 9133
h17a,Japan->Spain,continent,heldout,9,2.0,all,randdir_shared_source,0,2,3,262,1,0,1,631.4029,262 2031 7229 2869 2258
h17a,Japan->Spain,continent,heldout,9,2.0,all,randdir_shared_source,1,2,5,262,1,0,1,932.056,262 2031 2807 257 7229
h17a,Japan->France,capital,heldout,6,2.0,all,lens,-1,2,13054,45996,1,0,1,77.3197,45996 6342 9281 520 262
h17a,Japan->France,capital,heldout,6,2.0,all,randdir_shared_source,0,948,3,36298,0,0,0,335.9344,36298 42429 11790 22431 911
h17a,Japan->France,capital,heldout,6,2.0,all,randdir_shared_source,1,418,1,11790,0,0,0,218.3288,11790 36298 262 15196 42429
h17a,Japan->France,capital,heldout,9,2.0,all,lens,-1,1,17274,6342,1,1,1,147.1648,6342 45996 4881 35193 18460
h17a,Japan->France,capital,heldout,9,2.0,all,randdir_shared_source,0,878,1,11790,0,0,0,52.4083,11790 36298 42429 15196 42922
h17a,Japan->France,capital,heldout,9,2.0,all,randdir_shared_source,1,999,1,11790,0,0,0,353.1136,11790 42429 36298 15196 911
h17a,Japan->France,language,heldout,6,2.0,all,lens,-1,2,1048,3594,1,0,1,72.8454,3594 4141 286 262 257
h17a,Japan->France,language,heldout,6,2.0,all,randdir_shared_source,0,24,4,3594,0,0,0,335.7605,3594 257 262 4960 546
h17a,Japan->France,language,heldout,6,2.0,all,randdir_shared_source,1,30,4,3594,0,0,0,217.022,3594 262 257 4960 286
h17a,Japan->France,language,heldout,9,2.0,all,lens,-1,1,3805,4141,1,1,1,97.9654,4141 3594 257 262 286
h17a,Japan->France,language,heldout,9,2.0,all,randdir_shared_source,0,48,3,3594,0,0,0,48.7455,3594 257 4960 262 286
h17a,Japan->France,language,heldout,9,2.0,all,randdir_shared_source,1,45,3,3594,0,0,0,352.4162,3594 257 4960 262 286
h17a,Japan->France,continent,heldout,6,2.0,all,lens,-1,1,4,2031,1,1,1,71.35,2031 262 5478 7229 2258
h17a,Japan->France,continent,heldout,6,2.0,all,randdir_shared_source,0,2,3,262,1,0,1,335.522,262 2031 7229 2258 2869
h17a,Japan->France,continent,heldout,6,2.0,all,randdir_shared_source,1,2,4,262,1,0,1,216.5123,262 2031 5478 7229 35769
h17a,Japan->France,continent,heldout,9,2.0,all,lens,-1,1,10,2031,1,1,1,88.0019,2031 262 5478 4881 2258
h17a,Japan->France,continent,heldout,9,2.0,all,randdir_shared_source,0,2,3,262,1,0,1,60.3986,262 2031 7229 5478 2258
h17a,Japan->France,continent,heldout,9,2.0,all,randdir_shared_source,1,3,2,262,1,0,0,351.7347,262 7229 2031 2869 5478
h17a,Poland->Portugal,capital,tuning,6,2.0,all,lens,-1,1,7419,41898,1,1,1,106.6027,41898 4347 327 3738 15338
h17a,Poland->Portugal,capital,tuning,6,2.0,all,randdir_shared_source,0,4008,1,32955,0,0,0,56.8175,32955 509 40753 520 27974
h17a,Poland->Portugal,capital,tuning,6,2.0,all,randdir_shared_source,1,1504,1,32955,0,0,0,521.482,32955 27974 509 17437 520
h17a,Poland->Portugal,capital,tuning,9,2.0,all,lens,-1,2,17810,19101,1,0,1,150.7163,19101 41898 4347 10334 3738
h17a,Poland->Portugal,capital,tuning,9,2.0,all,randdir_shared_source,0,11353,29,509,0,0,0,576.476,509 520 406 309 314
h17a,Poland->Portugal,capital,tuning,9,2.0,all,randdir_shared_source,1,3997,1,32955,0,0,0,211.8464,32955 509 520 40753 309
h17a,Poland->Portugal,language,tuning,6,2.0,all,lens,-1,1,506,21813,1,1,1,101.7662,21813 3594 257 262 7897
h17a,Poland->Portugal,language,tuning,6,2.0,all,randdir_shared_source,0,585,1,15945,0,0,0,51.2418,15945 262 257 286 3594
h17a,Poland->Portugal,language,tuning,6,2.0,all,randdir_shared_source,1,180,1,15945,0,0,0,521.0103,15945 257 262 286 546
h17a,Poland->Portugal,language,tuning,9,2.0,all,lens,-1,1,2928,21813,1,1,1,95.3795,21813 262 257 286 3594
h17a,Poland->Portugal,language,tuning,9,2.0,all,randdir_shared_source,0,1789,68,257,0,0,0,578.0812,257 262 286 351 281
h17a,Poland->Portugal,language,tuning,9,2.0,all,randdir_shared_source,1,381,2,262,0,0,0,211.0149,262 15945 257 286 3594
h17a,Poland->Sweden,capital,tuning,6,2.0,all,lens,-1,1,2056,29679,1,1,1,69.4956,29679 11853 509 43307 50182
h17a,Poland->Sweden,capital,tuning,6,2.0,all,randdir_shared_source,0,1758,1,32955,0,0,0,221.5063,32955 509 520 25370 27974
h17a,Poland->Sweden,capital,tuning,6,2.0,all,randdir_shared_source,1,926,1,32955,0,0,0,214.4032,32955 509 520 350 27974
h17a,Poland->Sweden,capital,tuning,9,2.0,all,lens,-1,1,481,29679,1,1,1,121.0164,29679 509 520 10710 6544
h17a,Poland->Sweden,capital,tuning,9,2.0,all,randdir_shared_source,0,1005,1,32955,0,0,0,305.5663,32955 509 40753 520 27974
h17a,Poland->Sweden,capital,tuning,9,2.0,all,randdir_shared_source,1,1090,1,32955,0,0,0,212.2572,32955 509 520 350 40753
h17a,Poland->Sweden,language,tuning,6,2.0,all,lens,-1,1,251,14023,1,1,1,68.322,14023 262 257 3594 286
h17a,Poland->Sweden,language,tuning,6,2.0,all,randdir_shared_source,0,150,1,15945,0,0,0,219.1369,15945 262 257 286 3594
h17a,Poland->Sweden,language,tuning,6,2.0,all,randdir_shared_source,1,110,1,15945,0,0,0,212.9503,15945 286 257 262 3594
h17a,Poland->Sweden,language,tuning,9,2.0,all,lens,-1,1,153,14023,1,1,1,94.9656,14023 262 257 286 546
h17a,Poland->Sweden,language,tuning,9,2.0,all,randdir_shared_source,0,113,1,15945,0,0,0,307.8624,15945 262 257 3594 286
h17a,Poland->Sweden,language,tuning,9,2.0,all,randdir_shared_source,1,175,2,262,0,0,0,211.929,262 15945 257 3594 286
h17a,Poland->Germany,capital,tuning,6,2.0,all,lens,-1,21,29,509,0,0,1,75.3325,509 520 402 350 1168
h17a,Poland->Germany,capital,tuning,6,2.0,all,randdir_shared_source,0,510,2,509,0,0,0,260.3915,509 32955 520 406 360
h17a,Poland->Germany,capital,tuning,6,2.0,all,randdir_shared_source,1,253,2,509,0,0,0,129.2881,509 32955 40753 520 309
h17a,Poland->Germany,capital,tuning,9,2.0,all,lens,-1,5,6,509,1,0,1,92.3715,509 262 520 350 11307
h17a,Poland->Germany,capital,tuning,9,2.0,all,randdir_shared_source,0,282,2,509,0,0,0,307.5374,509 32955 520 309 1168
h17a,Poland->Germany,capital,tuning,9,2.0,all,randdir_shared_source,1,295,1,32955,0,0,0,246.5088,32955 509 520 1168 40753
h17a,Poland->Germany,language,tuning,6,2.0,all,lens,-1,1,6,2679,1,1,1,71.572,2679 262 286 3594 257
h17a,Poland->Germany,language,tuning,6,2.0,all,randdir_shared_source,0,12,2,262,0,0,0,257.8954,262 15945 257 3594 286
h17a,Poland->Germany,language,tuning,6,2.0,all,randdir_shared_source,1,9,3,262,0,0,0,131.867,262 257 15945 3594 286
h17a,Poland->Germany,language,tuning,9,2.0,all,lens,-1,2,6,262,1,0,1,80.2879,262 2679 257 286 3594
h17a,Poland->Germany,language,tuning,9,2.0,all,randdir_shared_source,0,12,4,262,0,0,0,308.706,262 257 286 15945 3594
h17a,Poland->Germany,language,tuning,9,2.0,all,randdir_shared_source,1,11,1,15945,0,0,0,244.149,15945 262 257 286 3594
h17a,Portugal->Spain,capital,heldout,6,2.0,all,lens,-1,10,12,327,0,0,1,78.8955,327 350 5027 15142 1879
h17a,Portugal->Spain,capital,heldout,6,2.0,all,randdir_shared_source,0,61,1,41898,0,0,0,104.0423,41898 4347 327 350 3738
h17a,Portugal->Spain,capital,heldout,6,2.0,all,randdir_shared_source,1,88,1,41898,0,0,0,152.824,41898 4347 327 350 11294
h17a,Portugal->Spain,capital,heldout,9,2.0,all,lens,-1,13,3,350,0,0,0,47.5592,350 327 41898 11294 4347
h17a,Portugal->Spain,capital,heldout,9,2.0,all,randdir_shared_source,0,51,2,4347,0,0,0,202.541,4347 41898 327 15338 350
h17a,Portugal->Spain,capital,heldout,9,2.0,all,randdir_shared_source,1,65,1,41898,0,0,0,194.102,41898 4347 327 11294 15338
h17a,Portugal->Spain,language,heldout,6,2.0,all,lens,-1,3,1,21813,1,0,0,80.1393,21813 3594 7897 262 257
h17a,Portugal->Spain,language,heldout,6,2.0,all,randdir_shared_source,0,6,1,21813,0,0,0,102.741,21813 3594 262 257 286
h17a,Portugal->Spain,language,heldout,6,2.0,all,randdir_shared_source,1,6,1,21813,0,0,0,153.7725,21813 3594 262 257 286
h17a,Portugal->Spain,language,heldout,9,2.0,all,lens,-1,5,1,21813,1,0,0,38.1982,21813 3594 262 257 7897
h17a,Portugal->Spain,language,heldout,9,2.0,all,randdir_shared_source,0,5,1,21813,1,0,0,196.1505,21813 3594 257 262 7897
h17a,Portugal->Spain,language,heldout,9,2.0,all,randdir_shared_source,1,5,1,21813,1,0,0,186.9749,21813 3594 262 257 7897
h17a,Portugal->France,capital,heldout,6,2.0,all,lens,-1,9,27,327,0,0,1,60.6421,327 45996 3738 350 520
h17a,Portugal->France,capital,heldout,6,2.0,all,randdir_shared_source,0,252,1,41898,0,0,0,60.0253,41898 4347 327 350 3738
h17a,Portugal->France,capital,heldout,6,2.0,all,randdir_shared_source,1,194,1,41898,0,0,0,144.3563,41898 4347 327 350 309
h17a,Portugal->France,capital,heldout,9,2.0,all,lens,-1,18,4,350,0,0,0,103.5634,350 262 4347 41898 327
h17a,Portugal->France,capital,heldout,9,2.0,all,randdir_shared_source,0,432,1,41898,0,0,0,768.9196,41898 350 3738 5027 19101
h17a,Portugal->France,capital,heldout,9,2.0,all,randdir_shared_source,1,327,1,41898,0,0,0,283.5338,41898 4347 350 327 11294
h17a,Portugal->France,language,heldout,6,2.0,all,lens,-1,4,3,3594,1,0,0,58.775,3594 262 21813 4141 286
h17a,Portugal->France,language,heldout,6,2.0,all,randdir_shared_source,0,16,1,21813,0,0,0,64.7959,21813 3594 262 257 7897
h17a,Portugal->France,language,heldout,6,2.0,all,randdir_shared_source,1,17,1,21813,0,0,0,142.7831,21813 3594 262 257 7897
h17a,Portugal->France,language,heldout,9,2.0,all,lens,-1,7,1,21813,0,0,0,99.7619,21813 3594 262 257 7897
h17a,Portugal->France,language,heldout,9,2.0,all,randdir_shared_source,0,28,1,21813,0,0,0,766.6942,21813 3594 257 262 7897
h17a,Portugal->France,language,heldout,9,2.0,all,randdir_shared_source,1,11,1,21813,0,0,0,285.1905,21813 3594 7897 257 262
h17a,Portugal->Greece,capital,heldout,6,2.0,all,lens,-1,1,7901,21891,1,1,1,170.1395,21891 262 31268 8377 309
h17a,Portugal->Greece,capital,heldout,6,2.0,all,randdir_shared_source,0,316,1,41898,0,0,0,41.733,41898 4347 327 350 11294
h17a,Portugal->Greece,capital,heldout,6,2.0,all,randdir_shared_source,1,142,1,41898,0,0,0,508.5043,41898 327 4347 350 5027
h17a,Portugal->Greece,capital,heldout,9,2.0,all,lens,-1,1,313,21891,1,1,1,121.7235,21891 262 350 402 3175
h17a,Portugal->Greece,capital,heldout,9,2.0,all,randdir_shared_source,0,266,1,41898,0,0,0,376.8292,41898 4347 350 327 3738
h17a,Portugal->Greece,capital,heldout,9,2.0,all,randdir_shared_source,1,187,1,41898,0,0,0,213.9745,41898 4347 327 350 11294
h17a,Portugal->Greece,language,heldout,6,2.0,all,lens,-1,1,2828,8312,1,1,1,170.7453,8312 262 286 257 287
h17a,Portugal->Greece,language,heldout,6,2.0,all,randdir_shared_source,0,77,1,21813,0,0,0,31.1493,21813 3594 262 257 7897
h17a,Portugal->Greece,language,heldout,6,2.0,all,randdir_shared_source,1,116,2,3594,0,0,0,509.0984,3594 21813 546 262 257
h17a,Portugal->Greece,language,heldout,9,2.0,all,lens,-1,1,32,8312,1,1,1,110.949,8312 262 3594 257 286
h17a,Portugal->Greece,language,heldout,9,2.0,all,randdir_shared_source,0,53,1,21813,0,0,0,376.4659,21813 3594 257 262 7897
h17a,Portugal->Greece,language,heldout,9,2.0,all,randdir_shared_source,1,73,1,21813,0,0,0,196.1621,21813 3594 262 257 7897
h17a,Spain->Sweden,capital,tuning,6,2.0,all,lens,-1,1,11576,29679,1,1,1,136.4724,29679 11853 10710 33609 6184
h17a,Spain->Sweden,capital,tuning,6,2.0,all,randdir_shared_source,0,2625,2,35773,0,0,0,254.6409,35773 14708 15142 1526 34802
h17a,Spain->Sweden,capital,tuning,6,2.0,all,randdir_shared_source,1,1359,3,35773,0,0,0,485.1405,35773 15142 14708 262 11294
h17a,Spain->Sweden,capital,tuning,9,2.0,all,lens,-1,1,3970,29679,1,1,1,106.8445,29679 10710 11853 50182 6184
h17a,Spain->Sweden,capital,tuning,9,2.0,all,randdir_shared_source,0,3365,3,15142,0,0,0,87.2382,15142 35773 14708 327 1879
h17a,Spain->Sweden,capital,tuning,9,2.0,all,randdir_shared_source,1,2537,3,15142,0,0,0,248.1505,15142 35773 14708 34745 1879
h17a,Spain->Sweden,language,tuning,6,2.0,all,lens,-1,1,865,14023,1,1,1,139.5957,14023 257 262 546 284
h17a,Spain->Sweden,language,tuning,6,2.0,all,randdir_shared_source,0,294,1,7897,0,0,0,254.4019,7897 257 262 3594 286
h17a,Spain->Sweden,language,tuning,6,2.0,all,randdir_shared_source,1,76,2,262,0,0,0,484.941,262 7897 3594 257 286
h17a,Spain->Sweden,language,tuning,9,2.0,all,lens,-1,1,271,14023,1,1,1,82.2098,14023 262 257 10710 3594
h17a,Spain->Sweden,language,tuning,9,2.0,all,randdir_shared_source,0,333,1,7897,0,0,0,63.9714,7897 262 3594 257 286
h17a,Spain->Sweden,language,tuning,9,2.0,all,randdir_shared_source,1,265,1,7897,0,0,0,242.3596,7897 262 3594 257 286
h17a,Spain->Germany,capital,tuning,6,2.0,all,lens,-1,1,3105,11307,1,1,1,158.8232,11307 34923 46993 520 32526
h17a,Spain->Germany,capital,tuning,6,2.0,all,randdir_shared_source,0,975,3,35773,0,0,0,33.9092,35773 15142 14708 350 3175
h17a,Spain->Germany,capital,tuning,6,2.0,all,randdir_shared_source,1,242,3,262,0,0,0,713.4979,262 15142 14708 2986 3175
h17a,Spain->Germany,capital,tuning,9,2.0,all,lens,-1,1,156,11307,1,1,1,96.1672,11307 262 34923 520 4486
h17a,Spain->Germany,capital,tuning,9,2.0,all,randdir_shared_source,0,695,4,35773,0,0,0,765.0178,35773 15142 34745 14708 10844
h17a,Spain->Germany,capital,tuning,9,2.0,all,randdir_shared_source,1,533,9,35773,0,0,0,961.3329,35773 1879 3175 15142 11294
h17a,Spain->Germany,language,tuning,6,2.0,all,lens,-1,1,352,2679,1,1,1,159.6608,2679 262 286 257 3594
h17a,Spain->Germany,language,tuning,6,2.0,all,randdir_shared_source,0,26,1,7897,0,0,0,28.455,7897 3594 262 257 286
h17a,Spain->Germany,language,tuning,6,2.0,all,randdir_shared_source,1,48,8,262,0,0,0,713.2265,262 257 351 546 3594
h17a,Spain->Germany,language,tuning,9,2.0,all,lens,-1,1,22,2679,1,1,1,67.531,2679 262 3594 257 286
h17a,Spain->Germany,language,tuning,9,2.0,all,randdir_shared_source,0,39,2,262,0,0,0,766.5128,262 7897 257 3594 530
h17a,Spain->Germany,language,tuning,9,2.0,all,randdir_shared_source,1,16,3,262,0,0,0,962.6932,262 257 7897 286 691
h17a,Spain->Ireland,capital,tuning,6,2.0,all,lens,-1,1,7913,18220,1,1,1,162.8083,18220 29713 25567 520 7517
h17a,Spain->Ireland,capital,tuning,6,2.0,all,randdir_shared_source,0,2306,1,14708,0,0,0,633.7908,14708 35773 15142 262 5027
h17a,Spain->Ireland,capital,tuning,6,2.0,all,randdir_shared_source,1,682,5,262,0,0,0,795.9841,262 257 350 15142 14708
h17a,Spain->Ireland,capital,tuning,9,2.0,all,lens,-1,2,15527,7517,1,0,1,238.4299,7517 18220 25567 8685 29713
h17a,Spain->Ireland,capital,tuning,9,2.0,all,randdir_shared_source,0,1294,5,35773,0,0,0,577.332,35773 34745 15142 3738 14708
h17a,Spain->Ireland,capital,tuning,9,2.0,all,randdir_shared_source,1,841,3,35773,0,0,0,147.6364,35773 15142 14708 1879 34745
h17a,Spain->Ireland,language,tuning,6,2.0,all,lens,-1,5,435,8685,1,0,1,164.6452,8685 257 286 262 3594
h17a,Spain->Ireland,language,tuning,6,2.0,all,randdir_shared_source,0,5,2,257,1,0,0,633.9613,257 7897 262 546 3594
h17a,Spain->Ireland,language,tuning,6,2.0,all,randdir_shared_source,1,10,11,546,0,0,1,795.8807,546 262 511 11 290
h17a,Spain->Ireland,language,tuning,9,2.0,all,lens,-1,5,381,8685,1,0,1,221.0916,8685 257 262 7517 3594
h17a,Spain->Ireland,language,tuning,9,2.0,all,randdir_shared_source,0,2,1,7897,1,0,0,574.4357,7897 3594 262 257 286
h17a,Spain->Ireland,language,tuning,9,2.0,all,randdir_shared_source,1,2,1,7897,1,0,0,152.5767,7897 3594 262 257 286
h17a,Sweden->France,capital,heldout,6,2.0,all,lens,-1,2,1552,45996,1,0,1,104.2779,45996 6342 520 9281 35193
h17a,Sweden->France,capital,heldout,6,2.0,all,randdir_shared_source,0,1648,2,11853,0,0,0,316.5955,11853 29679 569 520 3661
h17a,Sweden->France,capital,heldout,6,2.0,all,randdir_shared_source,1,1125,37,520,0,0,0,893.9749,520 11853 311 20291 7273
h17a,Sweden->France,capital,heldout,9,2.0,all,lens,-1,1,470,6342,1,1,1,144.6,6342 262 520 360 569
h17a,Sweden->France,capital,heldout,9,2.0,all,randdir_shared_source,0,1394,1,29679,0,0,0,416.7848,29679 11853 520 6184 262
h17a,Sweden->France,capital,heldout,9,2.0,all,randdir_shared_source,1,1206,3,11853,0,0,0,281.2982,11853 520 29679 33609 311
h17a,Sweden->France,language,heldout,6,2.0,all,lens,-1,2,41,3594,1,0,1,98.5936,3594 4141 262 257 286
h17a,Sweden->France,language,heldout,6,2.0,all,randdir_shared_source,0,20,1,14023,0,0,0,317.5881,14023 262 3594 257 286
h17a,Sweden->France,language,heldout,6,2.0,all,randdir_shared_source,1,231,60,262,0,0,0,894.6199,262 257 366 281 530
h17a,Sweden->France,language,heldout,9,2.0,all,lens,-1,2,31,3594,1,0,1,114.9666,3594 4141 262 257 286
h17a,Sweden->France,language,heldout,9,2.0,all,randdir_shared_source,0,58,1,14023,0,0,0,405.2451,14023 262 3594 257 286
h17a,Sweden->France,language,heldout,9,2.0,all,randdir_shared_source,1,34,2,262,0,0,0,275.1975,262 14023 257 3594 286
h17a,Sweden->Greece,capital,heldout,6,2.0,all,lens,-1,1,21950,21891,1,1,1,104.6468,21891 31268 8377 262 6031
h17a,Sweden->Greece,capital,heldout,6,2.0,all,randdir_shared_source,0,5339,4,11853,0,0,0,380.6754,11853 569 520 29679 309
h17a,Sweden->Greece,capital,heldout,6,2.0,all,randdir_shared_source,1,9598,3,520,0,0,0,295.1462,520 11853 29679 311 6544
h17a,Sweden->Greece,capital,heldout,9,2.0,all,lens,-1,1,20519,21891,1,1,1,155.8486,21891 10315 31268 309 8312
h17a,Sweden->Greece,capital,heldout,9,2.0,all,randdir_shared_source,0,9534,2,520,0,0,0,387.6318,520 29679 262 11853 6184
h17a,Sweden->Greece,capital,heldout,9,2.0,all,randdir_shared_source,1,4226,2,11853,0,0,0,285.4301,11853 29679 520 311 33609
h17a,Sweden->Greece,language,heldout,6,2.0,all,lens,-1,4,6502,257,1,0,1,102.1095,257 3594 262 8312 286
h17a,Sweden->Greece,language,heldout,6,2.0,all,randdir_shared_source,0,683,1,14023,0,0,0,380.1568,14023 3594 257 262 286
h17a,Sweden->Greece,language,heldout,6,2.0,all,randdir_shared_source,1,543,2,262,0,0,0,295.1689,262 14023 257 546 3594
h17a,Sweden->Greece,language,heldout,9,2.0,all,lens,-1,1,4370,8312,1,1,1,119.2448,8312 3594 257 262 286
h17a,Sweden->Greece,language,heldout,9,2.0,all,randdir_shared_source,0,337,4,3594,0,0,0,380.6224,3594 257 262 14023 286
h17a,Sweden->Greece,language,heldout,9,2.0,all,randdir_shared_source,1,383,3,3594,0,0,0,283.8427,3594 262 14023 257 286
h17a,Sweden->Italy,capital,heldout,6,2.0,all,lens,-1,1,26585,10598,1,1,1,140.8944,10598 21574 28537 5215 3175
h17a,Sweden->Italy,capital,heldout,6,2.0,all,randdir_shared_source,0,4015,1346,262,0,0,0,1004.431,262 11 517 674 534
h17a,Sweden->Italy,capital,heldout,6,2.0,all,randdir_shared_source,1,2181,2,11853,0,0,0,241.1533,11853 29679 520 311 569
h17a,Sweden->Italy,capital,heldout,9,2.0,all,lens,-1,1,13641,10598,1,1,1,142.0132,10598 21574 309 8031 49404
h17a,Sweden->Italy,capital,heldout,9,2.0,all,randdir_shared_source,0,4090,1,29679,0,0,0,809.676,29679 367 11853 262 569
h17a,Sweden->Italy,capital,heldout,9,2.0,all,randdir_shared_source,1,1984,1,29679,0,0,0,134.7754,29679 11853 520 311 569
h17a,Sweden->Italy,language,heldout,6,2.0,all,lens,-1,2,20324,262,1,0,1,139.9566,262 8200 286 257 287
h17a,Sweden->Italy,language,heldout,6,2.0,all,randdir_shared_source,0,520,31,290,0,0,0,1004.0176,290 262 11 534 351
h17a,Sweden->Italy,language,heldout,6,2.0,all,randdir_shared_source,1,184,4,262,0,0,0,239.4454,262 257 3594 14023 286
h17a,Sweden->Italy,language,heldout,9,2.0,all,lens,-1,1,3549,8200,1,1,1,105.6449,8200 262 257 286 3594
h17a,Sweden->Italy,language,heldout,9,2.0,all,randdir_shared_source,0,216,2,257,0,0,0,806.2166,257 14023 262 286 3594
h17a,Sweden->Italy,language,heldout,9,2.0,all,randdir_shared_source,1,96,1,14023,0,0,0,129.206,14023 3594 257 262 284
